title,review,vote
Wilde,"Bosie is one of history's legendary bad boyfriends, and Jude Law plays him to the hilt. He's spoiled and angry, flies into bug-eyed rages and seems bent on destroying Wilde and his work.",fresh
The Hi-Lo Country,This movie gets thrown unceremoniously to the ground.,rotten
The Hi-Lo Country,"Big emotion, big country, medium payoff.",rotten
The Hi-Lo Country,An outstanding performance by Woody Harrelson!,fresh
The Hi-Lo Country,An ultimately overwrought project!,rotten
The Hi-Lo Country,"A perfunctory, often dreary love-triangle melodrama.",rotten
The Hi-Lo Country,"Woody Harrelson's surprisingly credible, yippie-ki-yay performance as the last of the old-time cowboys is the only reason - but just reason enough - to see THE HI-LO COUNTRY.",fresh
The Hi-Lo Country,"Everything is in place for a mythic drama, except the players, who don't begin to fill the boots of the archetypes they're meant to be.",rotten
The Hi-Lo Country,"For all its deficiencies and misplaced emphases, The Hi-Lo Country still offers plenty of action and color.",fresh
The Hi-Lo Country,Tepid and unconvincing!,rotten
The Hi-Lo Country,"High quality, beautifully shot!",fresh
Hilary and Jackie,One of the most insightful and wrenching portraits of the joys and tribulations of being a classical musician ever filmed.,fresh
Hilary and Jackie,"GUTSY, moving, provocative, intelligent and thoroughly grown-up, Hilary and Jackie is one of the best movies of the year.",fresh
Hilary and Jackie,This is as rich and powerful a film as has been released in 1998!,fresh
Hilary and Jackie,A superb biographical account of the tragic life of cellist Jacqueline Du Pre and of the complex relationship between her and her older sister!,fresh
Hilary and Jackie,"A flawed but powerful Shine-esque tale of love, music, and madness!",fresh
Hilary and Jackie,An extraordinary film!,fresh
Hilary and Jackie,Profound and haunting!,fresh
Hilary and Jackie,"The acting by Emily Watson and Rachel Griffiths, playing Jackie and Hilary, respectively, as adults, is first-rate.",fresh
Requiem for a Dream,A staccato narrative parallels the experiences and hallucinations of a woman on drugs with those of her son and his friends.,fresh
Requiem for a Dream,"Burnished camerawork and ex-Pop Will Eat Itself head Mansell's part-punchy, part-elegiac score reinforce and counterpoint the increasingly nightmarish visuals.",fresh
Requiem for a Dream,"[It] may be a bummer to some audiences, so harsh is its view of the drug culture. But no one interested in the power and magic of movies should miss it.",fresh
Requiem for a Dream,"Conveys, visually, sonically and dramatically, the siren call of addiction like no other movie has.",fresh
Requiem for a Dream,"Both bleak and bleakly funny, appalling in its excesses and exhilarating in its execution.",fresh
Requiem for a Dream,Remarkable -- easily the most searing movie-going experience of the year.,fresh
Requiem for a Dream,Aronofsky has fashioned a chilling vision that lives up to the caustic irony of its title and gives us a nightmare that is not lightly forgotten.,fresh
Requiem for a Dream,"Unfortunately, once Requiem for a Dream accumulates all this elaborate and suggestive paraphernalia, it plummets in an inexorable, almost mechanical spiral.",rotten
Requiem for a Dream,Merely uses innovative means to tell a trite story.,rotten
Requiem for a Dream,[Aronofsky] shoots himself in the foot repeatedly.,rotten
Requiem for a Dream,It's a downer -- and far more because of Aronofsky's vanity than because of Selby's brutally candid story.,rotten
Requiem for a Dream,Film lovers with a high threshold for unpleasantness will get a contact high from Aronofsky's muscular manipulations of imagery and editing.,fresh
Requiem for a Dream,"Aronofsky brings a new urgency to the drug movie by trying to reproduce, through his subjective camera, how his characters feel, or want to feel, or fear to feel.",fresh
Requiem for a Dream,"Once again, a young director with a wildly overpraised debut film has decided to forgo good taste in favor of advertising his own far-reaching ""bravery.""",rotten
Requiem for a Dream,Requiem for a Dream may be the first movie to fully capture the way that drugs dislocate us from ourselves.,fresh
Requiem for a Dream,Something like a poetry of degradation and sorrow.,fresh
Requiem for a Dream,"It's a dose of speed, and you can't say no.",fresh
Requiem for a Dream,This is like no other film you've ever seen.,fresh
Requiem for a Dream,It's two hours of slumming in a vision of hell hatched from bourgeois comfort.,rotten
Varsity Blues,Slickly enjoyable!,fresh
Varsity Blues,"Although the film takes a worthwhile detour or two, it ultimately finds its way back to the well-worn track of its genre.",rotten
Varsity Blues,Already a prime candidate for 1999's worst!,rotten
Varsity Blues,Varsity Blues eventually fizzles out badly!,rotten
Varsity Blues,"Scenes work, but they don't pile up and build momentum.",rotten
Varsity Blues,"The football scenes are involving, the acting is up to snuff, and there is something about those last days of high school that remains a solid background for even the most familiar of stories.",fresh
Varsity Blues,Excellent casting!,fresh
Varsity Blues,It delivers the goods in a fresh manner.,fresh
Varsity Blues,An unappetizing mix of raucously vulgar comedy and teen-angst melodrama.,rotten
Varsity Blues,A paint-by-numbers story that offers no surprises and a hero and villain etched in white and black with few shades of gray.,rotten
Varsity Blues,"Tired, corn-fed storyline and generic, plug-and-play direction!",rotten
Virus,Your average winter cold follows a less predictable course.,rotten
Virus,"Until the diverting special effects take center stage, this story, about an alien intelligence that builds an army out of flesh and metal, pathetically exploits genre conventions without generating self-reference, camp, or thrills.",rotten
Virus,A derivative sci-fi shocker that isn't likely to spark much interest beyond its target audience of undemanding genre fans.,rotten
Virus,"While he can fling together a competent action or special effects sequence, his handling of the plot and actors is strictly routine.",rotten
Virus,"Frankly, about 20 minutes into this dud, I was rooting for the alien beasties.",rotten
Virus,"An unpretentious, amusing thrill-a-minute sci-fi horror thriller / monster movie that plugs right into fears of a Y2K crisis.",fresh
Virus,Completely predictable and largely fright-free!,rotten
Virus,"The monsters themselves are quite a bit less than frightening, most of them being little mechanical gadgets with spidery legs and not much resistance to machine-gun fire.",rotten
Virus,"The dialogue tends toward the obvious, and the characters are constantly explaining what is happening to one another.",rotten
Virus,95 minutes of unrelieved tedium.,rotten
Virus,As long on adrenaline and special effects as it is short on genuine novelty and intellectual content.,rotten
Virus,There isn't much about Virus that you won't know by guessing.,rotten
Virus,"The last shot is an homage to The African Queen, a movie I earnestly recommend instead of this one.",rotten
The Garbage Pail Kids Movie,The Garbage Pail Kids Movie is enough to make you believe in strict and faraway boarding schools.,rotten
Howard the Duck,Who was this stupid film made for?,rotten
Howard the Duck,"The duck doesn't fly, but did anyone ever really think it would?",rotten
Howard the Duck,"Daffy Duck will be pleased to hear he didn't miss any career opportunities when he wasn't chosen to star in Howard the Duck, although producers certainly could have benefited from his talents.",rotten
Howard the Duck,[An] aimless movie.,rotten
Howard the Duck,"Choose the part that suits your taste, but this is a case where half a movie -- either half -- is apt to be better than the whole.",rotten
The Ninth Gate,Plenty of talent is wasted here.,rotten
The Ninth Gate,"It overstays its welcome by 20 minutes or so, just long enough for us to begin to feel a little silly for having so much fun.",fresh
The Ninth Gate,"On a scene-by-scene basis, it sometimes entertains, but never amounts to anything.",rotten
The Ninth Gate,"The worst occult film to star big-name actors in many years, and a startlingly inept and unsatisfying piece of storytelling.",rotten
